Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body
F7PHX5A5,journalArticle,2023,"Wen, Xueyuan; Dai, Kaiyan; Xiong, Qi; Chen, Lili; Zhang, Jian; Wang, Zhen",An approach to internal threats detection based on sentiment analysis and network analysis,JOURNAL OF INFORMATION SECURITY AND APPLICATIONS,,2214-2126,10.1016/j.jisa.2023.103557,https://www.sciencedirect.com/science/article/pii/S2214212623001412,"Years into the insider threat, it remains an universal challenge to predict and defend. Concerning this problem, there has been a multitude of solutions, including the detection of sentiment fluctuations of an entity to predict its abnormality degree. Previous research solely focus on the analysis of individual anomalies, but ignore the sociality of individual sentiments. Therefore, in this paper, we propose an approach to internal threats detection based on sentiment and network analysis. Above all, we use Natural Language ToolKit (NLTK) to analyze the sentiment of each preprocessed email, and thus we establish sentiment communication network. The graphs are reconstructed into series and reshaped as matrices. By the singular value decomposition (SVD), the matrix is decomposed into base networks, and we analyze the change in importance of important base networks over time to detect the company’s internal conditions. When anomalies occur, we establish combination networks which consist of base networks and can represent the abnormal character patterns of this time. Then compare the eigenvector centrality of both combination networks and total network to identify the employees related to this anomaly. The experiment shows that it can locate the anomaly-related employees accurately, and according to the network graph, the top few of anomaly-related employees are associated in group internal threats. Our approach provides the anomaly-related rank of employees and the abnormal character pattern of the sentiment communication network at the moment of anomaly.",1/9/2023,12/1/2026 7:09,12/1/2026 7:09,,103557,,,77,,Journal of Information Security and Applications,,,,,,,,,,,,,,,,,C:\Users\rao\Zotero\storage\I6X9QJ3C\Wen et al. - 2023 - An approach to internal threats detection based on sentiment analysis and network analysis.pdf,,Eigenvector centrality; Internal threat; Sentiment network analysis; SVD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MVTLF9WG,journalArticle,2023,"Adun, I.J.; Amadin, F.I.",A Hybrid Supervised Machine Learning Model for the Prediction of Insider Threats,NIPES - Journal of Science and Technology Research,,,10.5281/zenodo.8313125,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85196159346&doi=10.5281%2Fzenodo.8313125&partnerID=40&md5=6c6c93d93145f8dca6a52ded46a981f7,"The quest and sensitivity of organizational resources has permeated need for information confidentiality while ensuring availability and integrity are met, if organizations are to thrive and survive. To fend off malicious insider, organizations have implemented strategies, policies and techniques to manage malicious insider attacks. Machine Learning (ML) algorithms are implemented as learning paradigms, having the ability to learn from prior instances. ML present intelligent implicitly designed models having the capability of predicting possible outcomes from machine learning dataset based on perceived features which might be computationally explored. Hybrid Supervised Machine Learning Model for the Prediction of Insider Threats (HSMLM-IT) has been designed, simulated and validated utilizing Support Vector Machine (SVM) for label classification and Adaptive Neuro Fuzzy Inference System (ANFSI) for predictive learning. The SVM blocks provides a classification accuracy of 92% and precision of 93% while the ANFIS training blocks provides an ANFIS accuracy of 91% and ANFIS error of 9%. © 2023 NIPES Pub. All rights reserved.",2023,23/12/2025 2:34,27/12/2025 5:33,,169-179,,3,5,,,,,,,,,,,,,Scopus,,,,,<p>Export Date: 23 December 2025; Cited By: 2</p>,C:\Users\rao\Zotero\storage\2T5VPIFH\Adun and Amadin - 2023 - A Hybrid Supervised Machine Learning Model for the Prediction of Insider Threats.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SFV9TA95,journalArticle,2024,"Wei, ZY; Rauf, U; Mohsen, F",E-Watcher: insider threat monitoring and detection for enhanced security,ANNALS OF TELECOMMUNICATIONS,,0003-4347,10.1007/s12243-024-01023-7,,,2024-12,22/12/2025 13:43,27/12/2025 5:33,,819-831,,11-Dec,79,,,,,,,,,,,,,,WOS:001196346900001,,,,,C:\Users\rao\Zotero\storage\G8HKPAAS\Wei et al. - 2024 - E-Watcher insider threat monitoring and detection for enhanced security.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FVT84SBA,journalArticle,2024,"Gupta, Kishu; Saxena, Deepika; Gupta, Rishabh; Kumar, Jatinder; Singh, Ashutosh Kumar",FedMUP: Federated learning driven malicious user prediction model for secure data distribution in cloud environments,Applied Soft Computing,,1568-4946,10.1016/j.asoc.2024.111519,https://www.sciencedirect.com/science/article/pii/S156849462400293X,"Cloud computing is flourishing at a rapid pace. Significant consequences related to data security appear as a malicious user may get unauthorized access to sensitive data which may be misused, further. This raises an alarm-ringing situation to tackle the crucial issue related to data security and proactive malicious user prediction. This article proposes a Federated learning driven Malicious User Prediction Model for Secure Data Distribution in Cloud Environments (FedMUP). This approach firstly analyzes user behavior to acquire multiple security risk parameters. Afterward, it employs the federated learning-driven malicious user prediction approach to reveal doubtful users, proactively. FedMUP trains the local model on their local dataset and transfers computed values rather than actual raw data to obtain an updated global model based on averaging various local versions. This updated model is shared repeatedly at regular intervals with the user for retraining to acquire a better, and more efficient model capable of predicting malicious users more precisely. Extensive experimental work and comparison of the proposed model with state-of-the-art approaches demonstrate the efficiency of the proposed work. Significant improvement is observed in the key performance indicators such as malicious user prediction accuracy, precision, recall, and f1-score up to 14.32%, 17.88%, 14.32%, and 18.35%, respectively.",1/5/2024,23/12/2025 4:16,27/12/2025 5:47,,111519,,,157,,Applied Soft Computing,,,,,,,,,,,,,,,,,C:\Users\rao\Zotero\storage\IYB4J98I\Gupta et al. - 2024 - FedMUP Federated learning driven malicious user prediction model for secure data distribution in cl.pdf,,Averaging; Cloud computing; Federated learning; Malicious user; User behavior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CKW55R44,journalArticle,2024,"Tabassum, M.; Mahmood, S.; Bukhari, A.; Alshemaimri, B.; Daud, A.; Khalique, F.",Anomaly-based threat detection in smart health using machine learning,BMC Medical Informatics and Decision Making,,N/A,10.1186/s12911-024-02760-4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85209683002&doi=10.1186%2Fs12911-024-02760-4&partnerID=40&md5=8f5d1b115bd44e07e07df3450c33f7be,"Background: Anomaly detection is crucial in healthcare data due to challenges associated with the integration of smart technologies and healthcare. Anomaly in electronic health record can be associated with an insider trying to access and manipulate the data. This article focuses around the anomalies under different contexts. Methodology: This research has proposed methodology to secure Electronic Health Records (EHRs) within a complex environment. We have employed a systematic approach encompassing data preprocessing, labeling, modeling, and evaluation. Anomalies are not labelled thus a mechanism is required that predicts them with greater accuracy and less false positive results. This research utilized unsupervised machine learning algorithms that includes Isolation Forest and Local Outlier Factor clustering algorithms. By calculating anomaly scores and validating clustering through metrics like the Silhouette Score and Dunn Score, we enhanced the capacity to secure sensitive healthcare data evolving digital threats. Three variations of Isolation Forest (IForest)models (SVM, Decision Tree, and Random Forest) and three variations of Local Outlier Factor (LOF) models (SVM, Decision Tree, and Random Forest) are evaluated based on accuracy, sensitivity, specificity, and F1 Score. Results: Isolation Forest SVM achieves the highest accuracy of 99.21%, high sensitivity (99.75%) and specificity (99.32%), and a commendable F1 Score of 98.72%. The Isolation Forest Decision Tree also performs well with an accuracy of 98.92% and an F1 Score of 99.35%. However, the Isolation Forest Random Forest exhibits lower specificity (72.84%) than the other models. Conclusion: The experimental results reveal that Isolation Forest SVM emerges as the top performer showcasing the effectiveness of these models in anomaly detection tasks. The proposed methodology utilizing isolation forest and SVM produced better results by detecting anomalies with less false positives in this specific EHR of a hospital in North England. Furthermore the proposal is also able to identify new contextual anomalies that were not identified in the baseline methodology. © The Author(s) 2024.",2024,23/12/2025 2:34,27/12/2025 5:33,,,,1,24,,,,,,,,,,,,,Scopus,,,,,<p>Export Date: 23 December 2025; Cited By: 24</p>,C:\Users\rao\Zotero\storage\DEQFYS7E\Tabassum et al. - 2024 - Anomaly-based threat detection in smart health using machine learning.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TLHF472S,journalArticle,2024,"Jaiswal, A.; Dwivedi, P.; Dewang, R.K.",Handling imbalance dataset issue in insider threat detection using machine learning methods,Computers and Electrical Engineering,,0045-7906,10.1016/j.compeleceng.2024.109726,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85205314377&doi=10.1016%2Fj.compeleceng.2024.109726&partnerID=40&md5=2187ab56ded2e6b9726c2a5693abee45,"Insider threats, characterized by their baleful impact and substantial costs, arise from internal factors within organizations. These threats are rare and usually unnoticed, as the malicious actions are often submerged in numerous normal activities, causing dataset imbalance and making detection hard. To address these challenges, in this paper we propose a Two-Step Insider Threat Detection (TSITD) approach. First, it preprocesses the CERT r4.2 and r5.2 datasets into day-long sequences. Second, it handles the dataset imbalance and detects threats by forming various combinations of sampling techniques and classifiers, referred to as TSITD models. When we compare these TSITD models to baseline models, we observe a significant improvement in anomaly detection rate and balanced accuracy. The TSITD models also achieve higher rankings when evaluated using the Technique for Order of Preference by Similarity to Ideal Solution (TOPSIS) method. © 2024 Elsevier Ltd",2024,23/12/2025 2:34,27/12/2025 5:33,,,,,120,,,,,,,,,,,,,Scopus,,,,,<p>Export Date: 23 December 2025; Cited By: 3</p>,C:\Users\rao\Zotero\storage\PCJ44TA9\Jaiswal et al. - 2024 - Handling imbalance dataset issue in insider threat detection using machine learning methods.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NELQG8MB,journalArticle,2024,"Xiao, HT; Zhu, Y; Zhang, B; Lu, ZG; Du, D; Liu, YL",Unveiling shadows: A comprehensive framework for insider threat detection based on statistical and sequential analysis,Computers and Security,,0167-4048,10.1016/j.cose.2023.103665,,,2024-03,22/12/2025 13:43,27/12/2025 5:33,,,,,138,,,,,,,,,,,,,,WOS:001165730400001,,,,,C:\Users\rao\Zotero\storage\6SE2HNNV\Xiao et al. - 2024 - Unveiling shadows A comprehensive framework for insider threat detection based on statistical and s.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WXV2V9BK,journalArticle,2024,"Song, S; Gao, N; Zhang, YF; Ma, CQ",BRITD: behavior rhythm insider threat detection with time awareness and user adaptation,Cybersecurity,,2523-3246,10.1186/s42400-023-00190-9,,,2/1/2024,22/12/2025 13:43,27/12/2025 5:33,,,,1,7,,,,,,,,,,,,,,WOS:001132285500001,,,,,C:\Users\rao\Zotero\storage\NMGSDV3Q\Song et al. - 2024 - BRITD behavior rhythm insider threat detection with time awareness and user adaptation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZQDQX7QI,journalArticle,2024,"Gayathri, RG; Sajjanhar, A; Xiang, Y",Hybrid deep learning model using SPCAGAN augmentation for insider threat analysis,EXPERT SYSTEMS WITH APPLICATIONS,,0957-4174,10.1016/j.eswa.2024.123533,,,1/9/2024,22/12/2025 13:43,27/12/2025 5:33,,,,,249,,,,,,,,,,,,,,WOS:001218594000001,,,,,C:\Users\rao\Zotero\storage\24LWIDS8\Gayathri et al. - 2024 - Hybrid deep learning model using SPCAGAN augmentation for insider threat analysis.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3EKSV6EX,journalArticle,2024,"Wang Z, ZQ; Wang, HP; El Saddik, A",FedITD: A Federated Parameter-Efficient Tuning With Pre-Trained Large Language Models and Transfer Learning Framework for Insider Threat Detection,IEEE ACCESS,,2169-3536,10.1109/ACCESS.2024.3482988,,,2024,22/12/2025 13:43,12/1/2026 6:56,,160396-160417,,,12,,,,,,,,,,,,,,WOS:001349767700001,,,,,C:\Users\rao\Zotero\storage\RNFXRXYV\Wang et al. - 2024 - FedITD A Federated Parameter-Efficient Tuning With Pre-Trained Large Language Models and Transfer L.PDF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPLNQ5UI,journalArticle,2024,"Lavanya, P; Glory, HA; Sriram, VSS",Mitigating Insider Threat: A Neural Network Approach for Enhanced Security,IEEE ACCESS,,2169-3536,10.1109/ACCESS.2024.3404814,,,2024,22/12/2025 13:43,27/12/2025 5:33,,73752-73768,,,12,,,,,,,,,,,,,,WOS:001237643000001,,,,,C:\Users\rao\Zotero\storage\5VEEP3D4\Lavanya et al. - 2024 - Mitigating Insider Threat A Neural Network Approach for Enhanced Security.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UQXYDSR4,journalArticle,2024,"Al-Shehari, T.; Rosaci, D.; Al-Razgan, M.; Alfakih, T.; Kadrie, M.; Afzal, H.; Nawaz, R.",Enhancing Insider Threat Detection in Imbalanced Cybersecurity Settings Using the Density-Based Local Outlier Factor Algorithm,IEEE ACCESS,,2169-3536,10.1109/ACCESS.2024.3373694,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85187367230&doi=10.1109%2FACCESS.2024.3373694&partnerID=40&md5=18255cd73bf677cbd96805e04df0f8e2,"In today's interconnected world, cybersecurity has emerged as a critical domain for ensuring the integrity, confidentiality, and availability of digital assets. Within this sphere, insider threats represent a unique and particularly insidious class of security risks, originating not from external hackers but from within the organization itself. These threats are perpetrated by individuals with inside information concerning the organization's security practices, data, and computer systems. Traditional security measures like firewalls, intrusion detection systems, and antivirus software are often inadequate for tackling insider threats effectively, owing to their focus on external threats. This inadequacy underscores the urgent need for the development and implementation of more sophisticated, targeted detection techniques for insider threats. In response to this challenge, our research introduces an innovative approach that employs the Density-Based Local Outlier Factor (DBLOF) algorithm, fine-tuned to specifically tackle the challenges posed by the imbalanced nature of the CERT r4.2 insider threat dataset. This dataset is characterized by a highly skewed distribution, with a significant majority of benign instances and only a minimal proportion of malicious activities. Conventional detection algorithms often fail to effectively identify these rare but dangerous instances, leading to a high rate of false negatives. Our methodology capitalizes on the algorithm's ability to focus on the local density deviation of data points, thereby enabling the precise identification of outliers that are indicative of potential insider threats. Through rigorous testing and validation processes, we have achieved outstanding results, with an of F-score 98%. These remarkable outcomes not only affirm the effectiveness of the DBLOF algorithm as a powerful tool for combating insider threats but also contribute valuable insights to the broader academic and professional discourse on cybersecurity. Importantly, our findings have practical implications, offering organizations actionable recommendations for boosting their internal security mechanisms against the complex and evolving landscape of insider threats. © 2013 IEEE.",2024,23/12/2025 2:34,27/12/2025 5:33,,34820-34834,,,12,,,,,,,,,,,,,Scopus,,,,,<p>Export Date: 23 December 2025; Cited By: 19</p>,C:\Users\rao\Zotero\storage\NP6EBR4E\Al-Shehari et al. - 2024 - Enhancing Insider Threat Detection in Imbalanced Cybersecurity Settings Using the Density-Based Loca.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TXCD4VTZ,journalArticle,2024,Nikiforova; A. Romanovs; V. Zabiniako; J. Kornienko,Detecting and Identifying Insider Threats Based on Advanced Clustering Methods,IEEE ACCESS,,2169-3536,10.1109/ACCESS.2024.3365424,,,2024,27/12/2025 2:42,12/1/2026 6:54,,30242-30253,,,12,,IEEE Access,,,,,,,,,,,,,,,,,C:\Users\rao\Zotero\storage\MZZH6CFR\O. Nikiforova et al. - 2024 - Detecting and Identifying Insider Threats Based on Advanced Clustering Methods.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5TAFDLVT,journalArticle,2024,Roy K. C; G. Chen,GraphCH: A Deep Framework for Assessing Cyber-Human Aspects in Insider Threat Detection,IEEE Transactions on Dependable and Secure Computing,,1941-0018,10.1109/TDSC.2024.3353929,,,2024-10,27/12/2025 2:58,12/1/2026 6:36,,4495-4509,,5,21,,IEEE Transactions on Dependable and Secure Computing,,,,,,,,,,,,,,,,,C:\Users\rao\Zotero\storage\4229WJ7E\K. C. Roy and G. Chen - 2024 - GraphCH A Deep Framework for Assessing Cyber-Human Aspects in Insider Threat Detection.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SFDFZLDN,journalArticle,2024,"Zhu, XJ; Dong, JK; Qi, J; Zhou, ZG; Dong, ZJ; Sun, YF; Wang, MY",AUTH: An Adversarial Autoencoder Based Unsupervised Insider Threat Detection Scheme for Multisource Logs,IEEE TRANSACTIONS ON INDUSTRIAL INFORMATICS,,1551-3203,10.1109/TII.2024.3393491,,,2024-09,22/12/2025 13:43,27/12/2025 5:33,,10954-10965,,9,20,,,,,,,,,,,,,,WOS:001230773400001,,,,,C:\Users\rao\Zotero\storage\D25B2W4Q\Zhu et al. - 2024 - AUTH An Adversarial Autoencoder Based Unsupervised Insider Threat Detection Scheme for Multisource.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HNW5I4HT,journalArticle,2024,"He, DJ; Lv, X; Xu, XQ; Chan, S; Choo, KKR",Double-Layer Detection of Internal Threat in Enterprise Systems Based on Deep Learning,IEEE TRANSACTIONS ON INFORMATION FORENSICS AND SECURITY,,1556-6013,10.1109/TIFS.2024.3372771,,,2024,22/12/2025 13:43,27/12/2025 5:33,,4741-4751,,,19,,,,,,,,,,,,,,WOS:001216477200015,,,,,C:\Users\rao\Zotero\storage\5F32S5V6\He et al. - 2024 - Double-Layer Detection of Internal Threat in Enterprise Systems Based on Deep Learning.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5ULDX8FY,journalArticle,2024,Li X; L. Li; X. Li; B. Cai; J. Jia; Y. Gao; S. Yu,GMFITD: Graph Meta-Learning for Effective Few-Shot Insider Threat Detection,IEEE TRANSACTIONS ON INFORMATION FORENSICS AND SECURITY,,1556-6013,10.1109/TIFS.2024.3430106,,"Insider threats represent a significant challenge in both corporate and governmental sectors. Most existing supervised learning based detection methods that rely on transforming user behavior into sequential data do not fully utilize structural information and require extensive labeled data. This reliance poses a challenge due to the scarcity of labeled data in real-world scenarios, leading to a few-shot learning situation. To address these limitations, we propose a novel Graph modularized-based Meta-learning Framework for Insider Threat Detection, named GMFITD. Specifically, GMFITD utilizes a structural reconstruction mechanism that combines a graph-based autoencoder with an attention mechanism to explore structural information and infer potential relationships between users. Additionally, we employ a graph prototype construction method coupling episodic meta-learning principle (MAML) to compute representative embeddings for few-shot learning scenarios. By leveraging MAML, the proposed method can capture prior knowledge of insider threat classification by training on similar few-shot learning tasks with few labeled samples. We further enhance the resilience of GMFITD to adversarial attacks through an edge importance estimation mechanism, which assigns higher weights to relevant edges. Extensive experiments demonstrate that our proposed GMFITD outperforms state-of-the-art methods in insider threat detection, achieving higher accuracy with fewer labeled samples and resisting adversarial attacks.",2024,27/12/2025 2:52,12/1/2026 6:51,,7161-7175,,,19,,IEEE Transactions on Information Forensics and Security,,,,,,,,,,,,,,,,,C:\Users\rao\Zotero\storage\7586GALT\X. Li et al. - 2024 - GMFITD Graph Meta-Learning for Effective Few-Shot Insider Threat Detection.pdf,,Data models; Feature extraction; Few shot learning; graph neural network; Image edge detection; Insider threat; meta-learning; Metalearning; Task analysis; Threat assessment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VNWJ7S6K,journalArticle,2024,Cai X; Y. Wang; S. Xu; H. Li; Y. Zhang; Z. Liu; X. Yuan,LAN: Learning Adaptive Neighbors for Real-Time Insider Threat Detection,IEEE TRANSACTIONS ON INFORMATION FORENSICS AND SECURITY,,1556-6013,10.1109/TIFS.2024.3488527,,,2024,27/12/2025 3:12,12/1/2026 6:51,,10157-10172,,,19,,IEEE Transactions on Information Forensics and Security,,,,,,,,,,,,,,,,,C:\Users\rao\Zotero\storage\UH3Y3ENH\X. Cai et al. - 2024 - LAN Learning Adaptive Neighbors for Real-Time Insider Threat Detection.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7VHW6U6E,journalArticle,2024,"Almusawy, B.; Alrammahi, A.A.H.",Insider Detection Using Combination of Machine Learning and Expert Policies,International Journal of Electrical and Electronic Engineering and Telecommunications,,N/A,10.18178/ijeetc.13.5.389-396,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85204434509&doi=10.18178%2Fijeetc.13.5.389-396&partnerID=40&md5=d5658e4bd8643283d685b8fdcd91b985,"Today, organizations of all sizes face many difficulties in protecting their data, systems, and tools. One issue of particular concern is the insider threat. Insiders seek to use their privileges to undermine data confidentiality, validity, and availability. Any sabotage committed by someone within a company significantly harms the company’s integrity, credibility, and financial profits. Automated feature extraction methods face challenges when used to classify data due to their tendency sometimes to return inaccurate results, leading to overfitting. Furthermore, analyzing irregular data requires extensive manual feature detection. We propose an algorithm that represents an expert system that detects insiders and determines their risk level as well. After that, the decisive step will be to intersect the results obtained from a classification using multiple algorithms with those obtained from the internal detection algorithm using expert rules. This research uses several classification methods that can deal with this type of data to predict the status of insiders within a computer network. The main goal of this study is to improve the accuracy and efficiency of identifying insiders within a computer network. Model performance evaluation includes important parameters such as precision, recall, and F1 score. The highest classification accuracy is obtained at 0.99, and after combining these results with the results of the proposed algorithm, the accuracy is 100%. These results highlight the remarkable ability of these models to detect internal states accurately, providing encouraging possibilities for improving cyber security within a computer network. © © 2024 by the authors. This is an open access article distributed under the Creative Commons Attribution License (CC BY-NC-ND 4.0), which permits use, distribution and reproduction in any medium, provided that the article is properly cited, the use is noncommercial and no modifications or adaptations are made.",2024,23/12/2025 2:34,27/12/2025 5:33,,389-396,,5,13,,,,,,,,,,,,,Scopus,,,,,<p>Export Date: 23 December 2025; Cited By: 3</p>,C:\Users\rao\Zotero\storage\SW48LC8H\Almusawy and Alrammahi - 2024 - Insider Detection Using Combination of Machine Learning and Expert Policies.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X7N28CLT,journalArticle,2024,"Pennada, P.S.S.; Nayak, S.K.; Vamsikrishna, M.V.",ENHANCED INSIDER THREAT DETECTION THROUGH MACHINE LEARNING APPROACH WITH IMBALANCED DATA RESOLUTION,Journal of Theoretical and Applied Information Technology,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85185518759&partnerID=40&md5=3357162e90dc686cc2356d277256f046,"An insider threat is the risk that person inside an organization may pose to the company’s security, data, or resources. Insider threat detection is a crucial component of a comprehensive cybersecurity strategy. By identifying and mitigating risks from within the organization, businesses can better protect their assets, maintain trust, and ensure compliance with legal and regulatory requirements. This paper addresses the detection of insider threats using machine learning algorithms. A famous CERT dataset was used for the experiments. The collected dataset is largely imbalanced. The ML algorithms cannot perform well with imbalanced datasets. So, data imbalance can be resolved by using three over sampling techniques namely random oversample, smote, adasyn and three under sampling techniques namely random under sample, Cluster centroids and Edited Nearest Neighbors. Later, five ML algorithms namely Logistic Regression, Adaboost, Decision Tree, Random Forest and Naïve Bayes applied to the datasets generated through over sampling and under sampling techniques. To further increase the performance of the model, an ensemble learning is proposed along with principal component analysis. The experimental results demonstrated that the proposed model surpassed the performance of existing models for insider threat detection. © Little Lion Scientific.",2024,23/12/2025 2:34,27/12/2025 5:33,,914-926,,3,102,,,,,,,,,,,,,Scopus,,,,,<p>Export Date: 23 December 2025; Cited By: 4</p>,C:\Users\rao\Zotero\storage\YQMQ2N4S\Pennada et al. - 2024 - ENHANCED INSIDER THREAT DETECTION THROUGH MACHINE LEARNING APPROACH WITH IMBALANCED DATA RESOLUTION.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II9SVERE,journalArticle,2024,"Tian, Z.; Shi, W.; Tan, Z.; Qiu, J.; Sun, Y.; Jiang, F.; Liu, Y.",Deep Learning and Dempster-Shafer Theory Based Insider Threat Detection,Mobile Networks and Applications,,1383-469X,10.1007/s11036-020-01656-7,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105003230020&doi=10.1007%2Fs11036-020-01656-7&partnerID=40&md5=e95e891723b8b63bd027338db22fe820,"Organizations’ own personnel now have a greater ability than ever before to misuse their access to critical organizational assets. Insider threat detection is a key component in identifying rare anomalies in context, which is a growing concern for many organizations. Existing perimeter security mechanisms are proving to be ineffective against insider threats. As a prospective filter for the human analysts, a new deep learning based insider threat detection method that uses the Dempster-Shafer theory is proposed to handle both accidental as well as intentional insider threats via organization’s channels of communication in real time. The long short-term memory (LSTM) architecture together with multi-head attention mechanism is applied in this work to detect anomalous network behavior patterns. Furthermore, belief is updated with Dempster’s conditional rule and utilized to fuse evidence to achieve enhanced prediction. The CERT Insider Threat Dataset v6.2 is used to train the behavior model. Through performance evaluation, our proposed method is proven to be effective as an insider threat detection technique. © Springer Science+Business Media, LLC, part of Springer Nature 2020.",2024,23/12/2025 2:34,27/12/2025 5:33,,1680-1689,,5,29,,,,,,,,,,,,,Scopus,,,,,<p>Export Date: 23 December 2025; Cited By: 8</p>,C:\Users\rao\Zotero\storage\RBP4RXNF\Tian et al. - 2024 - Deep Learning and Dempster-Shafer Theory Based Insider Threat Detection.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PTLYXSXX,journalArticle,2024,"Mladenovic, D; Antonijevic, M; Jovanovic, L; Simic, V; Zivkovic, M; Bacanin, N; Zivkovic, T; Perisic, J",Sentiment classification for insider threat identification using metaheuristic optimized machine learning classifiers,SCIENTIFIC REPORTS,,2045-2322,10.1038/s41598-024-77240-w,,,28/10/2024,22/12/2025 13:43,27/12/2025 5:33,,,,1,14,,,,,,,,,,,,,,WOS:001345716800136,,,,,C:\Users\rao\Zotero\storage\4FR2EDBB\Mladenovic et al. - 2024 - Sentiment classification for insider threat identification using metaheuristic optimized machine lea.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E559KXXG,journalArticle,2024,"Al-Shehari, T; Kadrie, M; Al-Mhiqani, MN; Alfakih, T; Alsalman, H; Uddin, M; Ullah, SS; Dandoush, A",Comparative evaluation of data imbalance addressing techniques for CNN-based insider threat detection,SCIENTIFIC REPORTS,,2045-2322,10.1038/s41598-024-73510-9,,,21/10/2024,22/12/2025 13:43,27/12/2025 5:33,,,,1,14,,,,,,,,,,,,,,WOS:001339991400008,,,,,C:\Users\rao\Zotero\storage\JCY8SZJ2\Al-Shehari et al. - 2024 - Comparative evaluation of data imbalance addressing techniques for CNN-based insider threat detectio.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QIG7RP2J,journalArticle,2024,"Anju, A; Krishnamurthy, M",M-EOS: modified-equilibrium optimization-based stacked CNN for insider threat detection,WIRELESS NETWORKS,,1022-0038,10.1007/s11276-024-03678-5,,,2024-05,22/12/2025 13:43,27/12/2025 5:33,,2819-2838,,4,30,,,,,,,,,,,,,,WOS:001179191200001,,,,,C:\Users\rao\Zotero\storage\VR4RRQ2X\Anju and Krishnamurthy - 2024 - M-EOS modified-equilibrium optimization-based stacked CNN for insider threat detection.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
